country_code,main_activity_code,main_activity_name,citl_information,year,value
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2015,1695834
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2015,2450500
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2015,811740
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2015,99805
FR,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2015,177124
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2015,2813254
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2015,442024
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2015,336118
FR,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2015,501187
FR,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2015,1331450
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2015,1856659
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2015,448727
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2015,580824
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2016,2679282
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2016,20166563
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2016,119270671
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2016,8341831
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2016,55147608
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2016,17659056
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2016,870439
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2016,878707
FR,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2016,1001679
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2016,12985334
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2016,1664650
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2016,2378878
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2016,788618
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2016,97960
FR,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2016,173865
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2016,2653360
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2016,433132
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2016,329941
FR,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2016,534322
FR,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2016,1560665
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2016,1790885
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2016,434149
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2016,570137
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2017,2545215
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2017,18759573
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2017,124603161
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2017,8072123
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2017,52030088
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2017,16878972
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2017,850642
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2017,862061
FR,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2017,961097
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2017,11400284
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2017,1602830
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2017,2321216
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2017,755892
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2017,96096
FR,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2017,170571
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2017,2599725
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2017,424180
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2017,323694
FR,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2017,482643
FR,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2017,1531096
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2017,1714810
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2017,422821
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2017,559335
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2018,2637731
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2018,17364807
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2018,120535756
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2018,7166328
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2018,50120949
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2018,16535656
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2018,796600
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2018,845250
FR,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2018,965031
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2018,11357219
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2018,1571634
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2018,2276733
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2018,732384
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2018,94216
FR,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2018,167244
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2018,2557664
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2018,415180
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2018,305942
FR,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2018,481686
FR,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2018,1214084
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2018,1675094
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2018,414576
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2018,548428
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2019,2588387
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2019,16883328
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2019,95146487
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2019,7091403
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2019,49348659
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2019,16202700
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2019,777358
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2019,828229
FR,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2019,945639
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2019,11128532
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2019,1483446
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2019,2236452
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2019,708739
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2019,92311
FR,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2019,163877
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2019,2452607
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2019,406104
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2019,299793
FR,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2019,476691
FR,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2019,1471012
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2019,1640153
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2019,406228
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2019,537385
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2020,2554481
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2020,16086975
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2020,93612057
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2020,6989104
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2020,48151082
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2020,15781803
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2020,755972
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2020,811151
FR,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2020,926181
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2020,10899049
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2020,1452951
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2020,2197162
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2020,671157
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2020,90403
FR,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2020,155688
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2020,2291628
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2020,397030
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2020,293628
FR,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2020,466873
FR,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2020,1440677
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2020,1603552
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2020,400770
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2020,526303
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2021,2239202
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2021,12736570
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2021,83044263
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2021,5230293
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2021,42839693
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2021,16635109
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2021,604752
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2021,863397
FR,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2021,846759
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2021,9221290
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2021,1084807
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2021,1821299
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2021,500220
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2021,102734
FR,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2021,51288
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2021,1993811
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2021,335429
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2021,242067
FR,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2021,252342
FR,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2021,841414
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2021,1430534
